ServerSubCategory,FriendlyName,modernisation_candidate,modernisation_treatment,default_flag,modernisation_strategy,modernisation_complexity,applicable_treatment,complexity_score,migration_goal_category,combo_flag,light_modernisation_id,modernisation_focused_id,key_benefits,modernisation_candidate_description,modernisation_candidate_logo
MongoDB 3.6,MongoDB 3.6,Azure SQL,MongoDB 3.6-to-Azure SQL,0,PaaS,Hard,Replace,4,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 3.6,MongoDB 3.6,Eliminate,Eliminate MongoDB 3.6,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 3.6,MongoDB 3.6,IaaS,MongoDB 3.6-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 3.6,MongoDB 3.6,Azure Database for PostgreSQL,MongoDB-to-Azure Database for PostgreSQL,0,PaaS,Hard,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 4.0,MongoDB 4.0,Azure Cosmos DB,MongoDB 4.0-to-Azure Cosmos DB,1,PaaS,Hard,Replatform/Refactor,2,database_interest,0,292,293,Fully managed service supporting MongoDB workloads with low-latency global data distribution.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 4.0,MongoDB 4.0,Azure SQL,MongoDB 4.0-to-Azure SQL,0,PaaS,Hard,Replace,4,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 4.0,MongoDB 4.0,Eliminate,Eliminate MongoDB 4.0,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 4.0,MongoDB 4.0,IaaS,MongoDB 4.0-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 4.0,MongoDB 4.0,Azure Database for PostgreSQL,MongoDB-to-Azure Database for PostgreSQL,0,PaaS,Hard,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 4.2,MongoDB 4.2,Azure Cosmos DB,MongoDB 4.2-to-Azure Cosmos DB,1,PaaS,Hard,Replatform/Refactor,2,database_interest,0,292,293,Fully managed service supporting MongoDB workloads with low-latency global data distribution.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 4.2,MongoDB 4.2,Azure SQL,MongoDB 4.2-to-Azure SQL,0,PaaS,Hard,Replace,4,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 4.2,MongoDB 4.2,Eliminate,Eliminate MongoDB 4.2,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 4.2,MongoDB 4.2,IaaS,MongoDB 4.2-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 4.2,MongoDB 4.2,Azure Database for PostgreSQL,MongoDB-to-Azure Database for PostgreSQL,0,PaaS,Hard,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 4.4,MongoDB 4.4,Azure Cosmos DB,MongoDB 4.4-to-Azure Cosmos DB,1,PaaS,Hard,Replatform/Refactor,2,database_interest,0,292,293,Fully managed service supporting MongoDB workloads with low-latency global data distribution.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 4.4,MongoDB 4.4,Azure SQL,MongoDB 4.4-to-Azure SQL,0,PaaS,Hard,Replace,4,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 4.4,MongoDB 4.4,Eliminate,Eliminate MongoDB 4.4,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 4.4,MongoDB 4.4,IaaS,MongoDB 4.4-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 4.4,MongoDB 4.4,Azure Database for PostgreSQL,MongoDB-to-Azure Database for PostgreSQL,0,PaaS,Hard,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 5,MongoDB 5,Azure Cosmos DB,MongoDB 5-to-Azure Cosmos DB,1,PaaS,Hard,Replatform/Refactor,2,database_interest,0,292,293,Fully managed service supporting MongoDB workloads with low-latency global data distribution.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 5,MongoDB 5,Azure SQL,MongoDB 5-to-Azure SQL,0,PaaS,Hard,Replace,4,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 5,MongoDB 5,Eliminate,Eliminate MongoDB 5,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 5,MongoDB 5,IaaS,MongoDB 5-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 5,MongoDB 5,Azure Database for PostgreSQL,MongoDB-to-Azure Database for PostgreSQL,0,PaaS,Hard,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 6,MongoDB 6,Azure Cosmos DB,MongoDB 6-to-Azure Cosmos DB,1,PaaS,Hard,Replatform/Refactor,2,database_interest,0,292,293,Fully managed service supporting MongoDB workloads with low-latency global data distribution.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 6,MongoDB 6,Azure SQL,MongoDB 6-to-Azure SQL,0,PaaS,Hard,Replace,4,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 6,MongoDB 6,Eliminate,Eliminate MongoDB 6,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 6,MongoDB 6,IaaS,MongoDB 6-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 6,MongoDB 6,Azure Database for PostgreSQL,MongoDB-to-Azure Database for PostgreSQL,0,PaaS,Hard,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 7,MongoDB 7,Azure Cosmos DB,MongoDB 7-to-Azure Cosmos DB,1,PaaS,Hard,Replatform/Refactor,2,database_interest,0,292,293,Fully managed service supporting MongoDB workloads with low-latency global data distribution.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 7,MongoDB 7,Azure SQL,MongoDB 7-to-Azure SQL,0,PaaS,Hard,Replace,4,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 7,MongoDB 7,Eliminate,Eliminate MongoDB 7,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 7,MongoDB 7,IaaS,MongoDB 7-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 7,MongoDB 7,Azure Database for PostgreSQL,MongoDB-to-Azure Database for PostgreSQL,0,PaaS,Hard,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 8,MongoDB 8,Azure Cosmos DB,MongoDB 8-to-Azure Cosmos DB,1,PaaS,Hard,Replatform/Refactor,2,database_interest,0,292,293,Fully managed service supporting MongoDB workloads with low-latency global data distribution.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 8,MongoDB 8,Azure SQL,MongoDB 8-to-Azure SQL,0,PaaS,Hard,Replace,4,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MongoDB 8,MongoDB 8,Eliminate,Eliminate MongoDB 8,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 8,MongoDB 8,IaaS,MongoDB 8-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MongoDB 8,MongoDB 8,Azure Database for PostgreSQL,MongoDB-to-Azure Database for PostgreSQL,0,PaaS,Hard,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MOVEit Automation,MOVEit Automation,Azure Logic Apps,MOVEit Automation-to-Azure Logic Apps,1,PaaS,Medium,Replace,3,it_tool_interest,0,288,289,Automate file transfers with business workflows and policy enforcement for secure operations.,Cloud service for building automated workflows and integrations using connectors without writing code.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MOVEit Automation,MOVEit Automation,Azure Automation,MOVEit Automation-to-Azure Automation,0,PaaS,Medium,Replace,3,,0,,,End-to-end monitoring and performance management for IT systems in Azure.,"Process automation and configuration management service for orchestrating tasks, updates and state management.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MOVEit Transfer,MOVEit Transfer,Azure Automation,MOVEit Transfer-to-Azure Automation,1,PaaS,Medium,Replace,3,it_tool_interest,0,288,289,End-to-end monitoring and performance management for IT systems in Azure.,"Process automation and configuration management service for orchestrating tasks, updates and state management.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
mRemoteNG,mRemoteNG,Azure Virtual Desktop,mRemoteNG-to-Azure Virtual Desktop,1,PaaS,Medium,Replace,3,it_tool_interest,1,288,289,Cloud-based desktop and app virtualization service; integrates with Microsoft 365 and other Azure services.,Virtual desktop infrastructure service for delivering remote desktops and apps from Azure.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
mRemoteNG,mRemoteNG,Azure Bastion,mRemoteNG-to-Azure Bastion,0,PaaS,Medium,Replace,3,,1,,,Cloud-native multi-protocol remote connection management with enhanced security.,Managed service providing secure RDP and SSH connectivity to your VMs without exposing them publicly.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL,MySQL,Azure Database for MySQL,MySQL-to-Azure Database for MySQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed MySQL service with auto-scaling, backups, and integrated security.",Managed MySQL database service with built‑in high availability and scalability.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL,MySQL,Azure SQL,MySQL-to-Azure SQL,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL,MySQL,SQL Managed Instance,MySQL-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
MySQL,MySQL,Azure Cosmos DB,MySQL-to-Azure Cosmos DB,0,PaaS,Hard,Replatform/Refactor,4,,0,,,NoSQL alternative requiring re-architecting; ideal for globally distributed apps.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL,MySQL,Eliminate,Eliminate MySQL,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MySQL,MySQL,IaaS,MySQL-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MySQL,MySQL,Azure Database for PostgreSQL,MySQL-to-Azure Database for PostgreSQL,0,PaaS,Very Hard,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.0,MySQL 5.0,Azure Database for MySQL,MySQL 5.0-to-Azure Database for MySQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed MySQL service with auto-scaling, backups, and integrated security.",Managed MySQL database service with built‑in high availability and scalability.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.0,MySQL 5.0,Azure SQL,MySQL 5.0-to-Azure SQL,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.0,MySQL 5.0,SQL Managed Instance,MySQL 5.0-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
MySQL 5.0,MySQL 5.0,Azure Cosmos DB,MySQL 5.0-to-Azure Cosmos DB,0,PaaS,Hard,Replatform/Refactor,4,,0,,,NoSQL alternative requiring re-architecting; ideal for globally distributed apps.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.0,MySQL 5.0,Eliminate,Eliminate MySQL 5.0,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MySQL 5.0,MySQL 5.0,IaaS,MySQL 5.0-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MySQL 5.0,MySQL 5.0,Azure Database for PostgreSQL,MySQL 5.0-to-Azure Database for PostgreSQL,0,PaaS,Very Hard,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.1,MySQL 5.1,Azure Database for MySQL,MySQL 5.1-to-Azure Database for MySQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed MySQL service with auto-scaling, backups, and integrated security.",Managed MySQL database service with built‑in high availability and scalability.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.1,MySQL 5.1,Azure SQL,MySQL 5.1-to-Azure SQL,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.1,MySQL 5.1,SQL Managed Instance,MySQL 5.1-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
MySQL 5.1,MySQL 5.1,Azure Cosmos DB,MySQL 5.1-to-Azure Cosmos DB,0,PaaS,Hard,Replatform/Refactor,4,,0,,,NoSQL alternative requiring re-architecting; ideal for globally distributed apps.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.1,MySQL 5.1,Eliminate,Eliminate MySQL 5.1,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MySQL 5.1,MySQL 5.1,IaaS,MySQL 5.1-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MySQL 5.1,MySQL 5.1,Azure Database for PostgreSQL,MySQL 5.1-to-Azure Database for PostgreSQL,0,PaaS,Very Hard,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.5,MySQL 5.5,Azure Database for MySQL,MySQL 5.5-to-Azure Database for MySQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed MySQL service with auto-scaling, backups, and integrated security.",Managed MySQL database service with built‑in high availability and scalability.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.5,MySQL 5.5,Azure SQL,MySQL 5.5-to-Azure SQL,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.5,MySQL 5.5,SQL Managed Instance,MySQL 5.5-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
MySQL 5.5,MySQL 5.5,Azure Cosmos DB,MySQL 5.5-to-Azure Cosmos DB,0,PaaS,Hard,Replatform/Refactor,4,,0,,,NoSQL alternative requiring re-architecting; ideal for globally distributed apps.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.5,MySQL 5.5,Eliminate,Eliminate MySQL 5.5,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MySQL 5.5,MySQL 5.5,IaaS,MySQL 5.5-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MySQL 5.5,MySQL 5.5,Azure Database for PostgreSQL,MySQL 5.5-to-Azure Database for PostgreSQL,0,PaaS,Hard,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.6,MySQL 5.6,Azure Database for MySQL,MySQL 5.6-to-Azure Database for MySQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed MySQL service with auto-scaling, backups, and integrated security.",Managed MySQL database service with built‑in high availability and scalability.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.6,MySQL 5.6,Azure SQL,MySQL 5.6-to-Azure SQL,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.6,MySQL 5.6,SQL Managed Instance,MySQL 5.6-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
MySQL 5.6,MySQL 5.6,Azure Cosmos DB,MySQL 5.6-to-Azure Cosmos DB,0,PaaS,Hard,Replatform/Refactor,4,,0,,,NoSQL alternative requiring re-architecting; ideal for globally distributed apps.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.6,MySQL 5.6,Eliminate,Eliminate MySQL 5.6,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MySQL 5.6,MySQL 5.6,IaaS,MySQL 5.6-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MySQL 5.6,MySQL 5.6,Azure Database for PostgreSQL,MySQL 5.6-to-Azure Database for PostgreSQL,0,PaaS,Hard,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.7,MySQL 5.7,Azure Database for MySQL,MySQL 5.7-to-Azure Database for MySQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed MySQL service with auto-scaling, backups, and integrated security.",Managed MySQL database service with built‑in high availability and scalability.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.7,MySQL 5.7,Azure SQL,MySQL 5.7-to-Azure SQL,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.7,MySQL 5.7,SQL Managed Instance,MySQL 5.7-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
MySQL 5.7,MySQL 5.7,Azure Cosmos DB,MySQL 5.7-to-Azure Cosmos DB,0,PaaS,Hard,Replatform/Refactor,4,,0,,,NoSQL alternative requiring re-architecting; ideal for globally distributed apps.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 5.7,MySQL 5.7,Eliminate,Eliminate MySQL 5.7,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MySQL 5.7,MySQL 5.7,IaaS,MySQL 5.7-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MySQL 5.7,MySQL 5.7,Azure Database for PostgreSQL,MySQL 5.7-to-Azure Database for PostgreSQL,0,PaaS,Hard,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 8.0,MySQL 8.0,Azure Database for MySQL,MySQL 8.0-to-Azure Database for MySQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed MySQL service with auto-scaling, backups, and integrated security.",Managed MySQL database service with built‑in high availability and scalability.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 8.0,MySQL 8.0,Azure SQL,MySQL 8.0-to-Azure SQL,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 8.0,MySQL 8.0,SQL Managed Instance,MySQL 8.0-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
MySQL 8.0,MySQL 8.0,Azure Cosmos DB,MySQL 8.0-to-Azure Cosmos DB,0,PaaS,Hard,Replatform/Refactor,4,,0,,,NoSQL alternative requiring re-architecting; ideal for globally distributed apps.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 8.0,MySQL 8.0,Eliminate,Eliminate MySQL 8.0,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MySQL 8.0,MySQL 8.0,IaaS,MySQL 8.0-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MySQL 8.0,MySQL 8.0,Azure Database for PostgreSQL,MySQL 8.0-to-Azure Database for PostgreSQL,0,PaaS,Medium,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 8.1,MySQL 8.1,Azure Database for MySQL,MySQL 8.1-to-Azure Database for MySQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed MySQL service with auto-scaling, backups, and integrated security.",Managed MySQL database service with built‑in high availability and scalability.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 8.1,MySQL 8.1,Azure SQL,MySQL 8.1-to-Azure SQL,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 8.1,MySQL 8.1,SQL Managed Instance,MySQL 8.1-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
MySQL 8.1,MySQL 8.1,Azure Cosmos DB,MySQL 8.1-to-Azure Cosmos DB,0,PaaS,Hard,Replatform/Refactor,4,,0,,,NoSQL alternative requiring re-architecting; ideal for globally distributed apps.,"Globally distributed, multi‑model database service offering consistency, reliability and speed.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 8.1,MySQL 8.1,Eliminate,Eliminate MySQL 8.1,0,Eliminate,Easy,Replatform/Refactor,0,,0,,,,,
MySQL 8.1,MySQL 8.1,IaaS,MySQL 8.1-to-IaaS,0,IaaS,Easy,Replatform/Refactor,0,,0,,,,,
MySQL 8.1,MySQL 8.1,Azure Database for PostgreSQL,MySQL 8.1-to-Azure Database for PostgreSQL,0,PaaS,Medium,Replatform/Refactor,2,,0,,,"Fully managed PostgreSQL service with advanced scaling, high availability, and security.","Managed PostgreSQL database service with built‑in high availability, scaling and security.",https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 8.2,MySQL 8.2,Azure Database for MySQL,MySQL 8.2-to-Azure Database for MySQL,1,PaaS,Hard,Replatform/Refactor,1,database_interest,0,292,293,"Fully managed MySQL service with auto-scaling, backups, and integrated security.",Managed MySQL database service with built‑in high availability and scalability.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 8.2,MySQL 8.2,Azure SQL,MySQL 8.2-to-Azure SQL,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Azure SQL PaaS - Fully managed SQL service with built-in scalability and high availability.,Family of managed SQL services including Azure SQL Database and SQL Managed Instance.,https://drmigrate.blob.core.windows.net/drmimages/Azure.png
MySQL 8.2,MySQL 8.2,SQL Managed Instance,MySQL 8.2-to-SQL Managed Instance,0,PaaS,Medium,Replatform/Refactor,3,,0,,,Managed SQL Server service offering almost complete compatibility with on-premise SQL Server features.,"Fully managed, scalable instance of SQL Server in the cloud with near 100% compatibility.",
